要件ID,仕様書参照,対象機能,対象画面,対象ロール,事前条件,操作,期待結果,実装箇所,テストID,検証方法,検証証拠,結果,不具合ID,備考
R-024,§4.2 表,パスワード最小桁数（管理者）,パスワード変更画面,①②③⑦,管理者区分アカウントでログイン中,19桁と20桁のパスワードをそれぞれ設定する,19桁以下のパスワードは拒否され、20桁以上のパスワードが受理される,,e2e/01-auth.spec.ts:管理者アカウント: 20桁未満エラー; e2e/13-password-policy.spec.ts:管理者ロール(R3): 91日経過 →…（20桁以上の新PWで変更成功）,E2E,19桁は「パスワードは20桁以上にしてください」で拒否、21桁は受理,PASS,,ポリシー値は設定変更可能に（§10.1）
R-025,§4.2 表,パスワード最小桁数（一般）,パスワード変更画面,④⑤⑥⑧⑨⑩,一般区分アカウントでログイン中,13桁と14桁のパスワードをそれぞれ設定する,13桁以下のパスワードは拒否され、14桁以上のパスワードが受理される,,e2e/01-auth.spec.ts:一般アカウント: 不一致 / 現在PW誤り / 14桁未満エラー; e2e/01-auth.spec.ts:正常系: 変更成功 → /dashboard・DBのハッシュ更新,E2E,13桁は「パスワードは14桁以上にしてください」で拒否、14桁以上は受理,PASS,,
R-026,§4.2 表,パスワード有効期間（管理者）,ログイン画面,①②③⑦,passwordUpdatedAtを90日超過前に設定したシードアカウント,期限超過状態でログインする,パスワード設定から90日を超過したアカウントはログイン時にパスワード変更が強制される,,e2e/13-password-policy.spec.ts:管理者ロール(R3): 91日経過 → ログイン時に/passwordへ誘導・mustChangePassword=true; e2e/13-password-policy.spec.ts:管理者ロール(R3): 89日経過 → 期限内なので通常ログイン,E2E,passwordUpdatedAt を91日前/89日前に設定した専用アカウントで境界を検証,PASS,,期限超過時の具体挙動（強制変更）は本文に明記なし、一般的解釈 / 実時間90日の経過そのものは未観測（過去日付の投入で等価検証）
R-027,§4.2 表,パスワード有効期間（一般）,ログイン画面,④⑤⑥⑧⑨⑩,passwordUpdatedAtを180日超過前に設定したシードアカウント,期限超過状態でログインする,パスワード設定から180日を超過したアカウントはログイン時にパスワード変更が強制される,,e2e/13-password-policy.spec.ts:一般ロール(R5): 181日経過 → /passwordへ誘導・mustChangePassword=true; e2e/13-password-policy.spec.ts:一般ロール(R5): 91日経過は期限内（180日）→ 通常ログイン,E2E,181日前/91日前の境界を検証,PASS,,
R-028,§4.2 表,パスワード再利用禁止,パスワード変更画面,全ロール,パスワード変更履歴が24世代分存在,過去に使用したパスワードへ変更を試みる,過去24世代以内に使用したパスワードと同一の新パスワードは拒否され、25世代以前のものは受理される,,e2e/13-password-policy.spec.ts:直近24世代内は拒否・25世代前は再利用可・履歴は24世代へ剪定; e2e/13-password-policy.spec.ts:過去世代（履歴内）のパスワードへは変更できない; e2e/13-password-policy.spec.ts:変更成功時に旧ハッシュがPasswordHistoryへ保存される,E2E,gen25/gen02は拒否、gen01（25世代前）は受理、履歴は24件に剪定されることをDB検証,PASS,,
R-029,§4.2 表,初回ログイン時の強制変更,ログイン画面,全ロール,初期（仮）パスワードのままの新規アカウント,初期パスワードでログインする,初回ログイン時に初期パスワードからの変更が強制され、変更を完了しないと業務画面に進めない,,e2e/03-account-requests.spec.ts:発行された一時PWで新アカウントログイン→強制パスワード変更→変更完了までは他画面に遷移不可; e2e/04-admin.spec.ts:一時PWでログイン→強制パスワード変更画面→変更完了; e2e/05-sales-staff.spec.ts:承認フロー（初回はパスワード変更を経て/dashboardへ）,E2E,mustChangePassword=true で /password へ強制、/dashboard や /admin へのアクセスも /password にリダイレクト,PASS,,変更完了まで他機能へ遷移不可は§10.1にも規定
R-030,§4.2,MFA（TOTP）必須,ログイン画面,①②③④⑤⑥⑦⑧⑩,対象ロールのアカウントが存在,ID/パスワードのみでログイン完了を試みる,ログインはID/パスワード+TOTP（RFC 6238・Google Authenticator互換）の2段階で行われ、①〜⑧⑩はTOTP入力なしにはログインを完了できない（初回はMFA登録が必須）,src/app/(auth)/actions.ts / src/app/(app)/admin/page.tsx:179,,E2E,ログインはID/パスワードの1段階のみ。src/app/(auth)/login/page.tsx にTOTP入力欄は無く、src/app/(auth)/actions.ts にTOTP検証処理・MFA登録画面への遷移も無い。prisma/schema.prisma の Account モデルにMFA関連列（secret/enrolled等）が存在しない。package.json に otplib 等のTOTPライブラリ依存なし。src/ 全体で mfa|totp|otpauth|authenticator の実装ヒットは src/app/(app)/admin/page.tsx:179「TODO: MFA(TOTP)は本番リリースまでに実装（SPEC §4.2）」のみ。,NOT_IMPLEMENTED,,SMS/EmailはMFA要素として不可（§2/SEC要件②#11） / 発注者指示によりスコープ外（残存リスクR-03）
R-031,§4.2 / §14-12,⑨のMFA任意利用,ログイン画面,⑨,本登録の販売員IDが存在,MFA未登録のままログインする / 任意でMFA登録後にログインする,⑨はMFA登録をスキップしてID/パスワードのみでログインできる。任意でMFA登録した場合はTOTPが要求される（機能自体は⑨でも利用可能）,src/app/(auth)/actions.ts（TOTP処理なし）,,E2E,MFA機構自体が存在しないため、⑨のスキップ可否・任意登録後のTOTP要求のいずれも実装・検証対象が無い。⑨（110001C001）でのログインはID/パスワードのみで完了する（e2e/helpers.ts:17 の R9 アカウント、login() はTOTP入力を伴わない）。,NOT_IMPLEMENTED,,§14-12で発注者確定（利用は任意・既定で強制しない） / 発注者指示によりスコープ外（残存リスクR-03）
R-032,§4.2（SEC要件②#12）,アカウントロック,ログイン画面,全ロール,有効なアカウントが存在,30分以内に10回ログイン失敗後、正しい資格情報でログインする,30分間に10回失敗すると30分間自動ロックされ、ロック中は正しい資格情報でもログインが拒否される。30分経過後に自動解除される,src/app/(auth)/actions.ts:19-37,,API,10回目の失敗でlockedUntil=+30分を設定（actions.ts:22-29 attempts>=10）。ロック中は正しい資格情報でも検証前に「アカウントがロックされています」で拒否（19-21行、パスワード検証より先）。30分経過後はlockedUntil判定を通過し、正しい資格情報でログイン成功→failedAttempts=0/lockedUntil=nullにリセット（34-37行）=自動解除。,PASS,,差異あり: 失敗回数は「30分間の窓」ではなく無期限累積でカウント（仕様より厳しい方向の逸脱。30分以内に10回失敗のシナリオでは仕様どおりロックされる）。動的検証はログインPOST禁止のためコード判定
R-033,§4.2（SEC要件②#13）,セッション絶対期限,-,全ロール,ログイン済みセッションが存在,ログインから24時間経過後にアクセスする,操作継続中であってもログインから24時間以内にセッションが失効し、再ログインが要求される,"src/lib/auth.ts:13,24, src/lib/session.ts:49",,API,SEC-012と同一実装。expiresAt=ログイン時刻+SESSION_ABSOLUTE_HOURS(既定24)で、操作継続（lastSeenAt更新）に関係なくexpiresAt<nowで失効（session.ts:49はlastSeenAtと独立の判定）→requireUserが/loginへ。実DBセッションで+24hちょうどのexpiresAtを確認。値は環境変数化（§14-9準拠）。,PASS,,値は環境変数化（§14-9） / 操作継続中でも絶対期限で失効する実装（アイドル判定と独立）
R-034,§4.2（SEC要件②#13）,セッションアイドル期限,-,全ロール,ログイン済みセッションが存在,60分間無操作の後にアクセスする,60分以内のアイドルタイムアウトでセッションが失効し、再ログインが要求される,"src/lib/session.ts:8,50",,API,SEC-013と同一実装。now-lastSeenAt>SESSION_IDLE_MINUTES(既定60分)でresolveSessionがnullを返し再ログイン要求。60分無操作→次回アクセスで失効。,PASS,,コード判定。E2E補完
R-035,§4.2,MFA/パスワードリセット管理者代行,Airisアカウント管理,②③,リセット対象のアカウントが存在,②または③が他アカウントのMFAリセット・パスワードリセットを代行実行する,②③は他アカウントのMFAリセット・パスワードリセットを実行でき、実行の都度監査ログ（実行者・対象・日時）が記録される,src/app/(app)/admin/actions.ts:119-140 / src/lib/roles.ts:67 / src/lib/auth.ts:164-177,,E2E,"パスワードリセット代行と監査ログは実装済み: src/app/(app)/admin/actions.ts:119-140（一時パスワード生成→passwordHash更新→mustChangePassword=true→セッション全破棄）、:137 `audit(user.loginId,""password_reset"",account.loginId)` で実行者・対象・日時（AuditLog.createdAt）を記録。UI は admin/row-actions.tsx:145,152「PWリセット」。不足2点: (a) ③が実行できない — 管理画面は MENU の admin roles=[R1,R2,R4]（src/lib/roles.ts:67）で③(R3)を含まず、実機 curl で R1/R2 は /admin 200、R3 は 307→/dashboard を確認。requirePage(""admin"")（src/lib/auth.ts:164-177）で弾かれるため③はリセット代行を一切実行できない。(b) MFAリセット機能が存在しない（src/ に mfa/totp の実装0件、admin/page.tsx:179 はTODOコメント）。",FAIL,,②のパスワードリセット代行+監査ログのみ充足。MFAリセットは発注者指示によりスコープ外（R-03）だが、③がリセット代行を実行できない点は §4.2「②③が実行」との仕様相違。
R-036,§4.2（SEC要件①）,共有アカウント禁止の明記,Airisアカウント申請,全ロール,-,UIの説明文を確認,共有アカウント禁止（同一権限を複数名で使う場合も個人ごとに発行＝1人1ID）の説明文がUI上に表示される,src/app/(app)/account-requests/page.tsx:100-104,,E2E,"`grep -rn ""共有アカウント|1人1ID|一人1ID|1人1つ"" --include=*.tsx --include=*.ts src/` → 0件。localhost:3100/account-requests（R2セッション）の実レンダリング全文でも、InfoBanner は「Airisアカウント（①〜⑧⑩）の申請・承認を行います。⑧二次代理店の申請は⑦一次代理店の1次承認を経てSNCが最終承認します。最終承認時にアカウントIDが自動採番され、一時パスワードが承認者に一度だけ表示されます。」のみで、共有アカウント禁止・1人1IDの説明文は存在しない（src/app/(app)/account-requests/page.tsx:100-104）。docs/SPEC.md §4.2 は「共有アカウント禁止: 同一権限を複数名で使う場合も個人ごとに発行（SEC要件①。UIの説明文にも明記する）」と要求。",NOT_IMPLEMENTED,,UI上の説明文が全く存在しない。
P-001,§5 前文,権限マトリクスの正,-,全ロール,-,仕様間で権限記述が矛盾した場合の取り扱い,§5の権限マトリクス（アカウント権限一覧★の転記）が権限の唯一の正として実装されており、他シート由来の記述と食い違う箇所は本表を優先し、その判断がdocs/SPEC.mdの§14に記録されている,C:/Users/hiras/Documents/test/airis/src/lib/roles.ts,,PROCESS,"権限は src/lib/roles.ts の MENU(11項目×ロール)/canAccess/REQUESTABLE_ROLES に一元実装され、全ページが requirePage(auth.ts)経由で強制（唯一の正）。矛盾解決の判断は docs/SPEC.md §14 に記録済み（例: §14-11「権限一覧★を正とし①②③⑦が停止・削除可」→ sales-staff/actions.ts:20 MANAGE_ROLES=[R1,R2,R3,R7] で実装一致。§7.6の⑦⑧閲覧解釈もSPEC:190に記録）。",PASS,,
